transaction_id,product_id,product_name,category,brand,price,rack_id,aisle_id
T00031,P010,Boat Stone 200 Bluetooth Speaker,Speaker,Boat,2500,R7,A4
T00031,P007,Mi Fast Charger 20W,Charger,Mi,800,R4,A3
T00032,P008,Anker PowerCore 10K Powerbank,Powerbank,Anker,3000,R5,A3
T00033,P005,Lenovo Tab M10 Tablet,Tablet,Lenovo,22000,R3,A1
T00033,P001,Samsung Galaxy A52 Smartphone,Smartphone,Samsung,25000,R1,A1
T00033,P003,Dell Inspiron 3501 Laptop,Laptop,Dell,65000,R2,A2
T00033,P008,Anker PowerCore 10K Powerbank,Powerbank,Anker,3000,R5,A3
T00034,P004,HP Pavilion 15 Laptop,Laptop,HP,60000,R2,A2
T00035,P005,Lenovo Tab M10 Tablet,Tablet,Lenovo,22000,R3,A1
T00035,P004,HP Pavilion 15 Laptop,Laptop,HP,60000,R2,A2
T00035,P010,Boat Stone 200 Bluetooth Speaker,Speaker,Boat,2500,R7,A4
T00036,P006,JBL C200 Bass Earphones,Earphones,JBL,1500,R4,A3
T00036,P009,Amazfit Bip U Pro Smartwatch,Smartwatch,Amazfit,9000,R6,A4
T00036,P003,Dell Inspiron 3501 Laptop,Laptop,Dell,65000,R2,A2
T00036,P002,Xiaomi Redmi Note 11 Smartphone,Smartphone,Xiaomi,18000,R1,A1
T00037,P003,Dell Inspiron 3501 Laptop,Laptop,Dell,65000,R2,A2
T00037,P005,Lenovo Tab M10 Tablet,Tablet,Lenovo,22000,R3,A1
T00038,P007,Mi Fast Charger 20W,Charger,Mi,800,R4,A3
T00038,P001,Samsung Galaxy A52 Smartphone,Smartphone,Samsung,25000,R1,A1
T00039,P004,HP Pavilion 15 Laptop,Laptop,HP,60000,R2,A2
T00040,P003,Dell Inspiron 3501 Laptop,Laptop,Dell,65000,R2,A2
T00041,P010,Boat Stone 200 Bluetooth Speaker,Speaker,Boat,2500,R7,A4
T00041,P001,Samsung Galaxy A52 Smartphone,Smartphone,Samsung,25000,R1,A1
T00042,P004,HP Pavilion 15 Laptop,Laptop,HP,60000,R2,A2
T00042,P002,Xiaomi Redmi Note 11 Smartphone,Smartphone,Xiaomi,18000,R1,A1
T00043,P007,Mi Fast Charger 20W,Charger,Mi,800,R4,A3
T00044,P007,Mi Fast Charger 20W,Charger,Mi,800,R4,A3
T00045,P005,Lenovo Tab M10 Tablet,Tablet,Lenovo,22000,R3,A1
T00045,P006,JBL C200 Bass Earphones,Earphones,JBL,1500,R4,A3
T00045,P001,Samsung Galaxy A52 Smartphone,Smartphone,Samsung,25000,R1,A1
T00045,P008,Anker PowerCore 10K Powerbank,Powerbank,Anker,3000,R5,A3
T00045,P009,Amazfit Bip U Pro Smartwatch,Smartwatch,Amazfit,9000,R6,A4
T00046,P004,HP Pavilion 15 Laptop,Laptop,HP,60000,R2,A2
T00046,P001,Samsung Galaxy A52 Smartphone,Smartphone,Samsung,25000,R1,A1
T00046,P010,Boat Stone 200 Bluetooth Speaker,Speaker,Boat,2500,R7,A4
T00047,P004,HP Pavilion 15 Laptop,Laptop,HP,60000,R2,A2
T00047,P009,Amazfit Bip U Pro Smartwatch,Smartwatch,Amazfit,9000,R6,A4
T00047,P003,Dell Inspiron 3501 Laptop,Laptop,Dell,65000,R2,A2
T00047,P002,Xiaomi Redmi Note 11 Smartphone,Smartphone,Xiaomi,18000,R1,A1
T00048,P010,Boat Stone 200 Bluetooth Speaker,Speaker,Boat,2500,R7,A4
T00049,P008,Anker PowerCore 10K Powerbank,Powerbank,Anker,3000,R5,A3
T00050,P007,Mi Fast Charger 20W,Charger,Mi,800,R4,A3
T00050,P002,Xiaomi Redmi Note 11 Smartphone,Smartphone,Xiaomi,18000,R1,A1
T00050,P004,HP Pavilion 15 Laptop,Laptop,HP,60000,R2,A2
T00051,P005,Lenovo Tab M10 Tablet,Tablet,Lenovo,22000,R3,A1
T00051,P010,Boat Stone 200 Bluetooth Speaker,Speaker,Boat,2500,R7,A4
T00052,P004,HP Pavilion 15 Laptop,Laptop,HP,60000,R2,A2
T00052,P009,Amazfit Bip U Pro Smartwatch,Smartwatch,Amazfit,9000,R6,A4
T00052,P002,Xiaomi Redmi Note 11 Smartphone,Smartphone,Xiaomi,18000,R1,A1
T00052,P006,JBL C200 Bass Earphones,Earphones,JBL,1500,R4,A3
T00053,P001,Samsung Galaxy A52 Smartphone,Smartphone,Samsung,25000,R1,A1
T00053,P010,Boat Stone 200 Bluetooth Speaker,Speaker,Boat,2500,R7,A4
T00053,P003,Dell Inspiron 3501 Laptop,Laptop,Dell,65000,R2,A2
T00054,P005,Lenovo Tab M10 Tablet,Tablet,Lenovo,22000,R3,A1
T00054,P010,Boat Stone 200 Bluetooth Speaker,Speaker,Boat,2500,R7,A4
T00054,P002,Xiaomi Redmi Note 11 Smartphone,Smartphone,Xiaomi,18000,R1,A1
T00055,P006,JBL C200 Bass Earphones,Earphones,JBL,1500,R4,A3
T00055,P008,Anker PowerCore 10K Powerbank,Powerbank,Anker,3000,R5,A3
T00055,P009,Amazfit Bip U Pro Smartwatch,Smartwatch,Amazfit,9000,R6,A4
T00056,P010,Boat Stone 200 Bluetooth Speaker,Speaker,Boat,2500,R7,A4
T00056,P006,JBL C200 Bass Earphones,Earphones,JBL,1500,R4,A3
T00056,P002,Xiaomi Redmi Note 11 Smartphone,Smartphone,Xiaomi,18000,R1,A1
T00056,P003,Dell Inspiron 3501 Laptop,Laptop,Dell,65000,R2,A2
T00057,P008,Anker PowerCore 10K Powerbank,Powerbank,Anker,3000,R5,A3
T00057,P003,Dell Inspiron 3501 Laptop,Laptop,Dell,65000,R2,A2
T00057,P001,Samsung Galaxy A52 Smartphone,Smartphone,Samsung,25000,R1,A1
T00057,P006,JBL C200 Bass Earphones,Earphones,JBL,1500,R4,A3
T00058,P003,Dell Inspiron 3501 Laptop,Laptop,Dell,65000,R2,A2
T00058,P006,JBL C200 Bass Earphones,Earphones,JBL,1500,R4,A3
T00059,P003,Dell Inspiron 3501 Laptop,Laptop,Dell,65000,R2,A2
T00059,P004,HP Pavilion 15 Laptop,Laptop,HP,60000,R2,A2
T00059,P009,Amazfit Bip U Pro Smartwatch,Smartwatch,Amazfit,9000,R6,A4
T00059,P001,Samsung Galaxy A52 Smartphone,Smartphone,Samsung,25000,R1,A1
T00059,P006,JBL C200 Bass Earphones,Earphones,JBL,1500,R4,A3
T00060,P006,JBL C200 Bass Earphones,Earphones,JBL,1500,R4,A3
T00060,P007,Mi Fast Charger 20W,Charger,Mi,800,R4,A3
T00061,P004,HP Pavilion 15 Laptop,Laptop,HP,60000,R2,A2
T00062,P007,Mi Fast Charger 20W,Charger,Mi,800,R4,A3
T00062,P001,Samsung Galaxy A52 Smartphone,Smartphone,Samsung,25000,R1,A1
T00063,P004,HP Pavilion 15 Laptop,Laptop,HP,60000,R2,A2
T00063,P008,Anker PowerCore 10K Powerbank,Powerbank,Anker,3000,R5,A3
T00063,P007,Mi Fast Charger 20W,Charger,Mi,800,R4,A3
T00063,P010,Boat Stone 200 Bluetooth Speaker,Speaker,Boat,2500,R7,A4
T00063,P002,Xiaomi Redmi Note 11 Smartphone,Smartphone,Xiaomi,18000,R1,A1
T00064,P009,Amazfit Bip U Pro Smartwatch,Smartwatch,Amazfit,9000,R6,A4
T00065,P004,HP Pavilion 15 Laptop,Laptop,HP,60000,R2,A2
T00065,P002,Xiaomi Redmi Note 11 Smartphone,Smartphone,Xiaomi,18000,R1,A1
T00065,P007,Mi Fast Charger 20W,Charger,Mi,800,R4,A3
T00065,P001,Samsung Galaxy A52 Smartphone,Smartphone,Samsung,25000,R1,A1
T00065,P009,Amazfit Bip U Pro Smartwatch,Smartwatch,Amazfit,9000,R6,A4
T00066,P005,Lenovo Tab M10 Tablet,Tablet,Lenovo,22000,R3,A1
T00066,P010,Boat Stone 200 Bluetooth Speaker,Speaker,Boat,2500,R7,A4
T00066,P003,Dell Inspiron 3501 Laptop,Laptop,Dell,65000,R2,A2
T00067,P006,JBL C200 Bass Earphones,Earphones,JBL,1500,R4,A3
T00067,P001,Samsung Galaxy A52 Smartphone,Smartphone,Samsung,25000,R1,A1
T00068,P002,Xiaomi Redmi Note 11 Smartphone,Smartphone,Xiaomi,18000,R1,A1
T00068,P010,Boat Stone 200 Bluetooth Speaker,Speaker,Boat,2500,R7,A4
T00069,P007,Mi Fast Charger 20W,Charger,Mi,800,R4,A3
T00069,P002,Xiaomi Redmi Note 11 Smartphone,Smartphone,Xiaomi,18000,R1,A1
T00069,P005,Lenovo Tab M10 Tablet,Tablet,Lenovo,22000,R3,A1
T00069,P008,Anker PowerCore 10K Powerbank,Powerbank,Anker,3000,R5,A3
T00070,P001,Samsung Galaxy A52 Smartphone,Smartphone,Samsung,25000,R1,A1
T00070,P003,Dell Inspiron 3501 Laptop,Laptop,Dell,65000,R2,A2
T00070,P004,HP Pavilion 15 Laptop,Laptop,HP,60000,R2,A2
T00070,P010,Boat Stone 200 Bluetooth Speaker,Speaker,Boat,2500,R7,A4
T00070,P008,Anker PowerCore 10K Powerbank,Powerbank,Anker,3000,R5,A3
T00071,P007,Mi Fast Charger 20W,Charger,Mi,800,R4,A3
T00072,P006,JBL C200 Bass Earphones,Earphones,JBL,1500,R4,A3
T00072,P009,Amazfit Bip U Pro Smartwatch,Smartwatch,Amazfit,9000,R6,A4
T00072,P008,Anker PowerCore 10K Powerbank,Powerbank,Anker,3000,R5,A3
T00073,P004,HP Pavilion 15 Laptop,Laptop,HP,60000,R2,A2
T00073,P010,Boat Stone 200 Bluetooth Speaker,Speaker,Boat,2500,R7,A4
T00074,P008,Anker PowerCore 10K Powerbank,Powerbank,Anker,3000,R5,A3
T00074,P001,Samsung Galaxy A52 Smartphone,Smartphone,Samsung,25000,R1,A1
T00074,P005,Lenovo Tab M10 Tablet,Tablet,Lenovo,22000,R3,A1
T00074,P004,HP Pavilion 15 Laptop,Laptop,HP,60000,R2,A2
T00074,P006,JBL C200 Bass Earphones,Earphones,JBL,1500,R4,A3
T00075,P006,JBL C200 Bass Earphones,Earphones,JBL,1500,R4,A3
T00075,P005,Lenovo Tab M10 Tablet,Tablet,Lenovo,22000,R3,A1
T00075,P002,Xiaomi Redmi Note 11 Smartphone,Smartphone,Xiaomi,18000,R1,A1
T00076,P008,Anker PowerCore 10K Powerbank,Powerbank,Anker,3000,R5,A3
T00077,P009,Amazfit Bip U Pro Smartwatch,Smartwatch,Amazfit,9000,R6,A4
T00077,P004,HP Pavilion 15 Laptop,Laptop,HP,60000,R2,A2
T00077,P006,JBL C200 Bass Earphones,Earphones,JBL,1500,R4,A3
T00077,P008,Anker PowerCore 10K Powerbank,Powerbank,Anker,3000,R5,A3
T00078,P006,JBL C200 Bass Earphones,Earphones,JBL,1500,R4,A3
T00078,P007,Mi Fast Charger 20W,Charger,Mi,800,R4,A3
T00079,P007,Mi Fast Charger 20W,Charger,Mi,800,R4,A3
T00080,P001,Samsung Galaxy A52 Smartphone,Smartphone,Samsung,25000,R1,A1
T00080,P005,Lenovo Tab M10 Tablet,Tablet,Lenovo,22000,R3,A1
T00081,P002,Xiaomi Redmi Note 11 Smartphone,Smartphone,Xiaomi,18000,R1,A1
T00081,P010,Boat Stone 200 Bluetooth Speaker,Speaker,Boat,2500,R7,A4
T00081,P003,Dell Inspiron 3501 Laptop,Laptop,Dell,65000,R2,A2
T00081,P007,Mi Fast Charger 20W,Charger,Mi,800,R4,A3
T00082,P006,JBL C200 Bass Earphones,Earphones,JBL,1500,R4,A3
T00082,P009,Amazfit Bip U Pro Smartwatch,Smartwatch,Amazfit,9000,R6,A4
T00082,P007,Mi Fast Charger 20W,Charger,Mi,800,R4,A3
T00082,P001,Samsung Galaxy A52 Smartphone,Smartphone,Samsung,25000,R1,A1
T00082,P005,Lenovo Tab M10 Tablet,Tablet,Lenovo,22000,R3,A1
T00083,P010,Boat Stone 200 Bluetooth Speaker,Speaker,Boat,2500,R7,A4
T00083,P008,Anker PowerCore 10K Powerbank,Powerbank,Anker,3000,R5,A3
T00083,P009,Amazfit Bip U Pro Smartwatch,Smartwatch,Amazfit,9000,R6,A4
T00083,P003,Dell Inspiron 3501 Laptop,Laptop,Dell,65000,R2,A2
T00084,P010,Boat Stone 200 Bluetooth Speaker,Speaker,Boat,2500,R7,A4
T00084,P008,Anker PowerCore 10K Powerbank,Powerbank,Anker,3000,R5,A3
T00084,P009,Amazfit Bip U Pro Smartwatch,Smartwatch,Amazfit,9000,R6,A4
T00084,P007,Mi Fast Charger 20W,Charger,Mi,800,R4,A3
T00085,P008,Anker PowerCore 10K Powerbank,Powerbank,Anker,3000,R5,A3
T00085,P002,Xiaomi Redmi Note 11 Smartphone,Smartphone,Xiaomi,18000,R1,A1
T00086,P008,Anker PowerCore 10K Powerbank,Powerbank,Anker,3000,R5,A3
T00086,P002,Xiaomi Redmi Note 11 Smartphone,Smartphone,Xiaomi,18000,R1,A1
T00086,P010,Boat Stone 200 Bluetooth Speaker,Speaker,Boat,2500,R7,A4
T00087,P001,Samsung Galaxy A52 Smartphone,Smartphone,Samsung,25000,R1,A1
T00087,P009,Amazfit Bip U Pro Smartwatch,Smartwatch,Amazfit,9000,R6,A4
T00088,P010,Boat Stone 200 Bluetooth Speaker,Speaker,Boat,2500,R7,A4
T00088,P002,Xiaomi Redmi Note 11 Smartphone,Smartphone,Xiaomi,18000,R1,A1
T00088,P004,HP Pavilion 15 Laptop,Laptop,HP,60000,R2,A2
T00088,P003,Dell Inspiron 3501 Laptop,Laptop,Dell,65000,R2,A2
T00088,P009,Amazfit Bip U Pro Smartwatch,Smartwatch,Amazfit,9000,R6,A4
T00089,P004,HP Pavilion 15 Laptop,Laptop,HP,60000,R2,A2
T00089,P006,JBL C200 Bass Earphones,Earphones,JBL,1500,R4,A3
T00089,P009,Amazfit Bip U Pro Smartwatch,Smartwatch,Amazfit,9000,R6,A4
T00089,P008,Anker PowerCore 10K Powerbank,Powerbank,Anker,3000,R5,A3
T00089,P007,Mi Fast Charger 20W,Charger,Mi,800,R4,A3
T00090,P001,Samsung Galaxy A52 Smartphone,Smartphone,Samsung,25000,R1,A1
T00090,P009,Amazfit Bip U Pro Smartwatch,Smartwatch,Amazfit,9000,R6,A4
T00090,P003,Dell Inspiron 3501 Laptop,Laptop,Dell,65000,R2,A2
T00090,P007,Mi Fast Charger 20W,Charger,Mi,800,R4,A3
T00091,P007,Mi Fast Charger 20W,Charger,Mi,800,R4,A3
T00091,P008,Anker PowerCore 10K Powerbank,Powerbank,Anker,3000,R5,A3
T00091,P006,JBL C200 Bass Earphones,Earphones,JBL,1500,R4,A3
T00091,P010,Boat Stone 200 Bluetooth Speaker,Speaker,Boat,2500,R7,A4
T00091,P003,Dell Inspiron 3501 Laptop,Laptop,Dell,65000,R2,A2
T00092,P002,Xiaomi Redmi Note 11 Smartphone,Smartphone,Xiaomi,18000,R1,A1
T00093,P005,Lenovo Tab M10 Tablet,Tablet,Lenovo,22000,R3,A1
T00093,P004,HP Pavilion 15 Laptop,Laptop,HP,60000,R2,A2
T00093,P010,Boat Stone 200 Bluetooth Speaker,Speaker,Boat,2500,R7,A4
T00093,P006,JBL C200 Bass Earphones,Earphones,JBL,1500,R4,A3
T00093,P001,Samsung Galaxy A52 Smartphone,Smartphone,Samsung,25000,R1,A1
T00094,P003,Dell Inspiron 3501 Laptop,Laptop,Dell,65000,R2,A2
T00095,P010,Boat Stone 200 Bluetooth Speaker,Speaker,Boat,2500,R7,A4
T00095,P009,Amazfit Bip U Pro Smartwatch,Smartwatch,Amazfit,9000,R6,A4
T00096,P001,Samsung Galaxy A52 Smartphone,Smartphone,Samsung,25000,R1,A1
T00096,P005,Lenovo Tab M10 Tablet,Tablet,Lenovo,22000,R3,A1
T00096,P007,Mi Fast Charger 20W,Charger,Mi,800,R4,A3
T00097,P005,Lenovo Tab M10 Tablet,Tablet,Lenovo,22000,R3,A1
T00097,P007,Mi Fast Charger 20W,Charger,Mi,800,R4,A3
T00098,P010,Boat Stone 200 Bluetooth Speaker,Speaker,Boat,2500,R7,A4
T00098,P005,Lenovo Tab M10 Tablet,Tablet,Lenovo,22000,R3,A1
T00098,P004,HP Pavilion 15 Laptop,Laptop,HP,60000,R2,A2
T00098,P007,Mi Fast Charger 20W,Charger,Mi,800,R4,A3
T00099,P005,Lenovo Tab M10 Tablet,Tablet,Lenovo,22000,R3,A1
T00099,P001,Samsung Galaxy A52 Smartphone,Smartphone,Samsung,25000,R1,A1
T00099,P007,Mi Fast Charger 20W,Charger,Mi,800,R4,A3
T00099,P010,Boat Stone 200 Bluetooth Speaker,Speaker,Boat,2500,R7,A4
T00100,P007,Mi Fast Charger 20W,Charger,Mi,800,R4,A3
T00100,P001,Samsung Galaxy A52 Smartphone,Smartphone,Samsung,25000,R1,A1
T00101,P001,Samsung Galaxy A52 Smartphone,Smartphone,Samsung,25000,R1,A1
T00101,P005,Lenovo Tab M10 Tablet,Tablet,Lenovo,22000,R3,A1
T00101,P010,Boat Stone 200 Bluetooth Speaker,Speaker,Boat,2500,R7,A4
T00102,P009,Amazfit Bip U Pro Smartwatch,Smartwatch,Amazfit,9000,R6,A4
T00102,P004,HP Pavilion 15 Laptop,Laptop,HP,60000,R2,A2
T00102,P006,JBL C200 Bass Earphones,Earphones,JBL,1500,R4,A3
T00102,P003,Dell Inspiron 3501 Laptop,Laptop,Dell,65000,R2,A2
T00102,P005,Lenovo Tab M10 Tablet,Tablet,Lenovo,22000,R3,A1
T00103,P006,JBL C200 Bass Earphones,Earphones,JBL,1500,R4,A3
T00103,P004,HP Pavilion 15 Laptop,Laptop,HP,60000,R2,A2
T00103,P002,Xiaomi Redmi Note 11 Smartphone,Smartphone,Xiaomi,18000,R1,A1
T00103,P001,Samsung Galaxy A52 Smartphone,Smartphone,Samsung,25000,R1,A1
T00103,P007,Mi Fast Charger 20W,Charger,Mi,800,R4,A3
T00104,P009,Amazfit Bip U Pro Smartwatch,Smartwatch,Amazfit,9000,R6,A4
T00105,P009,Amazfit Bip U Pro Smartwatch,Smartwatch,Amazfit,9000,R6,A4
T00105,P007,Mi Fast Charger 20W,Charger,Mi,800,R4,A3
T00106,P001,Samsung Galaxy A52 Smartphone,Smartphone,Samsung,25000,R1,A1
T00107,P009,Amazfit Bip U Pro Smartwatch,Smartwatch,Amazfit,9000,R6,A4
T00107,P005,Lenovo Tab M10 Tablet,Tablet,Lenovo,22000,R3,A1
T00107,P001,Samsung Galaxy A52 Smartphone,Smartphone,Samsung,25000,R1,A1
T00108,P005,Lenovo Tab M10 Tablet,Tablet,Lenovo,22000,R3,A1
T00108,P004,HP Pavilion 15 Laptop,Laptop,HP,60000,R2,A2
T00108,P010,Boat Stone 200 Bluetooth Speaker,Speaker,Boat,2500,R7,A4
T00109,P004,HP Pavilion 15 Laptop,Laptop,HP,60000,R2,A2
T00109,P005,Lenovo Tab M10 Tablet,Tablet,Lenovo,22000,R3,A1
T00109,P006,JBL C200 Bass Earphones,Earphones,JBL,1500,R4,A3
T00109,P001,Samsung Galaxy A52 Smartphone,Smartphone,Samsung,25000,R1,A1
T00109,P007,Mi Fast Charger 20W,Charger,Mi,800,R4,A3
T00110,P002,Xiaomi Redmi Note 11 Smartphone,Smartphone,Xiaomi,18000,R1,A1
T00110,P008,Anker PowerCore 10K Powerbank,Powerbank,Anker,3000,R5,A3
T00110,P003,Dell Inspiron 3501 Laptop,Laptop,Dell,65000,R2,A2
T00110,P006,JBL C200 Bass Earphones,Earphones,JBL,1500,R4,A3
T00111,P005,Lenovo Tab M10 Tablet,Tablet,Lenovo,22000,R3,A1
T00112,P009,Amazfit Bip U Pro Smartwatch,Smartwatch,Amazfit,9000,R6,A4
T00112,P010,Boat Stone 200 Bluetooth Speaker,Speaker,Boat,2500,R7,A4
T00113,P002,Xiaomi Redmi Note 11 Smartphone,Smartphone,Xiaomi,18000,R1,A1
T00114,P010,Boat Stone 200 Bluetooth Speaker,Speaker,Boat,2500,R7,A4
T00114,P006,JBL C200 Bass Earphones,Earphones,JBL,1500,R4,A3
