product,recommended_with,antecedents_list,consequents_list,num_antecedents,num_consequents,confidence,lift,support,leverage,conviction
Lenovo Tab M10 Tablet,Amazfit Bip U Pro Smartwatch,['Lenovo Tab M10 Tablet'],['Amazfit Bip U Pro Smartwatch'],1,1,0.30068337129840544,1.0124019235636548,0.088,0.0010779999999999956,1.0052671009771987
Mi Fast Charger 20W,Amazfit Bip U Pro Smartwatch,['Mi Fast Charger 20W'],['Amazfit Bip U Pro Smartwatch'],1,1,0.29356789444749865,0.9884440890488171,0.089,-0.0010404999999999859,0.9951416342412452
Amazfit Bip U Pro Smartwatch,Mi Fast Charger 20W,['Amazfit Bip U Pro Smartwatch'],['Mi Fast Charger 20W'],1,1,0.2996632996632997,0.9884440890488171,0.089,-0.0010404999999999859,0.9949975961538464
Samsung Galaxy A52 Smartphone,Amazfit Bip U Pro Smartwatch,['Samsung Galaxy A52 Smartphone'],['Amazfit Bip U Pro Smartwatch'],1,1,0.2856334841628959,0.9617289029053735,0.08416666666666667,-0.003349333333333329,0.9840886777513856
Amazfit Bip U Pro Smartwatch,Samsung Galaxy A52 Smartphone,['Amazfit Bip U Pro Smartwatch'],['Samsung Galaxy A52 Smartphone'],1,1,0.28338945005611677,0.9617289029053736,0.08416666666666667,-0.003349333333333329,0.9842631166797181
Xiaomi Redmi Note 11 Smartphone,Amazfit Bip U Pro Smartwatch,['Xiaomi Redmi Note 11 Smartphone'],['Amazfit Bip U Pro Smartwatch'],1,1,0.3098125689084895,1.043139962654847,0.09366666666666666,0.003873666666666664,1.0185638977635783
Amazfit Bip U Pro Smartwatch,Xiaomi Redmi Note 11 Smartphone,['Amazfit Bip U Pro Smartwatch'],['Xiaomi Redmi Note 11 Smartphone'],1,1,0.3153759820426487,1.043139962654847,0.09366666666666666,0.003873666666666664,1.019050819672131
Boat Stone 200 Bluetooth Speaker,Anker PowerCore 10K Powerbank,['Boat Stone 200 Bluetooth Speaker'],['Anker PowerCore 10K Powerbank'],1,1,0.30614525139664805,1.0170938584606248,0.09133333333333334,0.0015350000000000086,1.0074154589371982
Anker PowerCore 10K Powerbank,Boat Stone 200 Bluetooth Speaker,['Anker PowerCore 10K Powerbank'],['Boat Stone 200 Bluetooth Speaker'],1,1,0.3034330011074197,1.0170938584606248,0.09133333333333334,0.0015350000000000086,1.007321144674086
Dell Inspiron 3501 Laptop,Anker PowerCore 10K Powerbank,['Dell Inspiron 3501 Laptop'],['Anker PowerCore 10K Powerbank'],1,1,0.29572649572649573,0.9824800522474941,0.0865,-0.0015425000000000022,0.9925121359223302
Anker PowerCore 10K Powerbank,Dell Inspiron 3501 Laptop,['Anker PowerCore 10K Powerbank'],['Dell Inspiron 3501 Laptop'],1,1,0.287375415282392,0.9824800522474941,0.0865,-0.0015425000000000022,0.9928088578088577
HP Pavilion 15 Laptop,Anker PowerCore 10K Powerbank,['HP Pavilion 15 Laptop'],['Anker PowerCore 10K Powerbank'],1,1,0.28740824392998304,0.9548446642192128,0.08483333333333333,-0.0040118333333333395,0.9809263074484944
Anker PowerCore 10K Powerbank,HP Pavilion 15 Laptop,['Anker PowerCore 10K Powerbank'],['HP Pavilion 15 Laptop'],1,1,0.28183831672203763,0.9548446642192127,0.08483333333333333,-0.0040118333333333395,0.9814410177332304
JBL C200 Bass Earphones,Anker PowerCore 10K Powerbank,['JBL C200 Bass Earphones'],['Anker PowerCore 10K Powerbank'],1,1,0.31389645776566755,1.0428453746367692,0.096,0.003944166666666665,1.0187966640190629
Anker PowerCore 10K Powerbank,JBL C200 Bass Earphones,['Anker PowerCore 10K Powerbank'],['JBL C200 Bass Earphones'],1,1,0.318936877076412,1.0428453746367694,0.096,0.003944166666666665,1.019239837398374
Lenovo Tab M10 Tablet,Anker PowerCore 10K Powerbank,['Lenovo Tab M10 Tablet'],['Anker PowerCore 10K Powerbank'],1,1,0.29669703872437353,0.9857044475892809,0.08683333333333333,-0.0012593333333333345,0.9938817813765182
Anker PowerCore 10K Powerbank,Lenovo Tab M10 Tablet,['Anker PowerCore 10K Powerbank'],['Lenovo Tab M10 Tablet'],1,1,0.2884828349944629,0.985704447589281,0.08683333333333333,-0.0012593333333333345,0.9941198443579767
Mi Fast Charger 20W,Anker PowerCore 10K Powerbank,['Mi Fast Charger 20W'],['Anker PowerCore 10K Powerbank'],1,1,0.2710280373831776,0.9004253733660386,0.08216666666666667,-0.009086499999999983,0.9588846153846156
Anker PowerCore 10K Powerbank,Mi Fast Charger 20W,['Anker PowerCore 10K Powerbank'],['Mi Fast Charger 20W'],1,1,0.27297895902547065,0.9004253733660385,0.08216666666666667,-0.009086499999999983,0.9584775323686215
Samsung Galaxy A52 Smartphone,Anker PowerCore 10K Powerbank,['Samsung Galaxy A52 Smartphone'],['Anker PowerCore 10K Powerbank'],1,1,0.2816742081447964,0.9357947114445063,0.083,-0.005694666666666667,0.973096062992126
Anker PowerCore 10K Powerbank,Samsung Galaxy A52 Smartphone,['Anker PowerCore 10K Powerbank'],['Samsung Galaxy A52 Smartphone'],1,1,0.27574750830564787,0.9357947114445063,0.083,-0.005694666666666667,0.9738776758409787
Xiaomi Redmi Note 11 Smartphone,Anker PowerCore 10K Powerbank,['Xiaomi Redmi Note 11 Smartphone'],['Anker PowerCore 10K Powerbank'],1,1,0.2921719955898567,0.9706710816938761,0.08833333333333333,-0.0026690000000000047,0.9875280373831777
Anker PowerCore 10K Powerbank,Xiaomi Redmi Note 11 Smartphone,['Anker PowerCore 10K Powerbank'],['Xiaomi Redmi Note 11 Smartphone'],1,1,0.29346622369878184,0.970671081693876,0.08833333333333333,-0.0026690000000000047,0.987449843260188
Dell Inspiron 3501 Laptop,Boat Stone 200 Bluetooth Speaker,['Dell Inspiron 3501 Laptop'],['Boat Stone 200 Bluetooth Speaker'],1,1,0.27350427350427353,0.9167741011316431,0.08,-0.007262499999999991,0.9658235294117647
Boat Stone 200 Bluetooth Speaker,Dell Inspiron 3501 Laptop,['Boat Stone 200 Bluetooth Speaker'],['Dell Inspiron 3501 Laptop'],1,1,0.2681564245810056,0.916774101131643,0.08,-0.007262499999999991,0.966736641221374
Boat Stone 200 Bluetooth Speaker,HP Pavilion 15 Laptop,['Boat Stone 200 Bluetooth Speaker'],['HP Pavilion 15 Laptop'],1,1,0.3022346368715084,1.0239456923935915,0.09016666666666667,0.0021086111111111028,1.0101294368828397
HP Pavilion 15 Laptop,Boat Stone 200 Bluetooth Speaker,['HP Pavilion 15 Laptop'],['Boat Stone 200 Bluetooth Speaker'],1,1,0.30547713156408807,1.0239456923935912,0.09016666666666667,0.0021086111111111028,1.0102859078590785
JBL C200 Bass Earphones,Boat Stone 200 Bluetooth Speaker,['JBL C200 Bass Earphones'],['Boat Stone 200 Bluetooth Speaker'],1,1,0.29100817438692095,0.9754463945930311,0.089,-0.0022402777777777855,0.9896682039456828
Boat Stone 200 Bluetooth Speaker,JBL C200 Bass Earphones,['Boat Stone 200 Bluetooth Speaker'],['JBL C200 Bass Earphones'],1,1,0.2983240223463687,0.9754463945930311,0.089,-0.0022402777777777855,0.9892980360934182
Boat Stone 200 Bluetooth Speaker,Lenovo Tab M10 Tablet,['Boat Stone 200 Bluetooth Speaker'],['Lenovo Tab M10 Tablet'],1,1,0.2815642458100559,0.9620646212188697,0.084,-0.0033122222222222303,0.9845463970969415
Lenovo Tab M10 Tablet,Boat Stone 200 Bluetooth Speaker,['Lenovo Tab M10 Tablet'],['Boat Stone 200 Bluetooth Speaker'],1,1,0.2870159453302961,0.9620646212188696,0.084,-0.0033122222222222303,0.9841267305644301
Mi Fast Charger 20W,Boat Stone 200 Bluetooth Speaker,['Mi Fast Charger 20W'],['Boat Stone 200 Bluetooth Speaker'],1,1,0.28092358438702586,0.9416432996213158,0.08516666666666667,-0.00527805555555555,0.9757887359836902
Boat Stone 200 Bluetooth Speaker,Mi Fast Charger 20W,['Boat Stone 200 Bluetooth Speaker'],['Mi Fast Charger 20W'],1,1,0.28547486033519553,0.9416432996213158,0.08516666666666667,-0.00527805555555555,0.975239770654157
Samsung Galaxy A52 Smartphone,Boat Stone 200 Bluetooth Speaker,['Samsung Galaxy A52 Smartphone'],['Boat Stone 200 Bluetooth Speaker'],1,1,0.2986425339366515,1.0010364266033012,0.088,9.111111111109738e-05,1.0004408602150536
Boat Stone 200 Bluetooth Speaker,Samsung Galaxy A52 Smartphone,['Boat Stone 200 Bluetooth Speaker'],['Samsung Galaxy A52 Smartphone'],1,1,0.2949720670391061,1.0010364266033012,0.088,9.111111111109738e-05,1.000433174854728
Xiaomi Redmi Note 11 Smartphone,Boat Stone 200 Bluetooth Speaker,['Xiaomi Redmi Note 11 Smartphone'],['Boat Stone 200 Bluetooth Speaker'],1,1,0.29382579933847847,0.9848909475032798,0.08883333333333333,-0.0013627777777777822,0.993616965912048
Boat Stone 200 Bluetooth Speaker,Xiaomi Redmi Note 11 Smartphone,['Boat Stone 200 Bluetooth Speaker'],['Xiaomi Redmi Note 11 Smartphone'],1,1,0.2977653631284916,0.9848909475032799,0.08883333333333333,-0.0013627777777777822,0.9934950941394854
Dell Inspiron 3501 Laptop,HP Pavilion 15 Laptop,['Dell Inspiron 3501 Laptop'],['HP Pavilion 15 Laptop'],1,1,0.2757834757834758,0.9343313691139777,0.08066666666666666,-0.005669583333333339,0.97323564122738
HP Pavilion 15 Laptop,Dell Inspiron 3501 Laptop,['HP Pavilion 15 Laptop'],['Dell Inspiron 3501 Laptop'],1,1,0.27329192546583847,0.9343313691139777,0.08066666666666666,-0.005669583333333339,0.9735683760683761
Dell Inspiron 3501 Laptop,JBL C200 Bass Earphones,['Dell Inspiron 3501 Laptop'],['JBL C200 Bass Earphones'],1,1,0.305982905982906,1.0004890658841612,0.0895,4.374999999999518e-05,1.0002155172413791
JBL C200 Bass Earphones,Dell Inspiron 3501 Laptop,['JBL C200 Bass Earphones'],['Dell Inspiron 3501 Laptop'],1,1,0.29264305177111716,1.0004890658841612,0.0895,4.374999999999518e-05,1.0002022342064716
Dell Inspiron 3501 Laptop,Lenovo Tab M10 Tablet,['Dell Inspiron 3501 Laptop'],['Lenovo Tab M10 Tablet'],1,1,0.2746438746438747,0.9384187060724647,0.08033333333333334,-0.005271666666666661,0.9751531814611155
Lenovo Tab M10 Tablet,Dell Inspiron 3501 Laptop,['Lenovo Tab M10 Tablet'],['Dell Inspiron 3501 Laptop'],1,1,0.2744874715261959,0.9384187060724647,0.08033333333333334,-0.005271666666666661,0.9751726844583988
Mi Fast Charger 20W,Dell Inspiron 3501 Laptop,['Mi Fast Charger 20W'],['Dell Inspiron 3501 Laptop'],1,1,0.28916987355689944,0.9886149523312802,0.08766666666666667,-0.0010095833333333137,0.9953151585460172
Dell Inspiron 3501 Laptop,Mi Fast Charger 20W,['Dell Inspiron 3501 Laptop'],['Mi Fast Charger 20W'],1,1,0.29971509971509974,0.9886149523312802,0.08766666666666667,-0.0010095833333333137,0.9950711960943858
Samsung Galaxy A52 Smartphone,Dell Inspiron 3501 Laptop,['Samsung Galaxy A52 Smartphone'],['Dell Inspiron 3501 Laptop'],1,1,0.28959276018099545,0.9900607185675059,0.08533333333333333,-0.0008566666666666722,0.9959076433121019
Dell Inspiron 3501 Laptop,Samsung Galaxy A52 Smartphone,['Dell Inspiron 3501 Laptop'],['Samsung Galaxy A52 Smartphone'],1,1,0.2917378917378917,0.9900607185675058,0.08533333333333333,-0.0008566666666666722,0.9958648431214803
Xiaomi Redmi Note 11 Smartphone,Dell Inspiron 3501 Laptop,['Xiaomi Redmi Note 11 Smartphone'],['Dell Inspiron 3501 Laptop'],1,1,0.28335170893054024,0.9687237912155222,0.08566666666666667,-0.0027658333333333285,0.9872346153846153
Dell Inspiron 3501 Laptop,Xiaomi Redmi Note 11 Smartphone,['Dell Inspiron 3501 Laptop'],['Xiaomi Redmi Note 11 Smartphone'],1,1,0.29287749287749293,0.9687237912155223,0.08566666666666667,-0.0027658333333333285,0.986627719580983
JBL C200 Bass Earphones,HP Pavilion 15 Laptop,['JBL C200 Bass Earphones'],['HP Pavilion 15 Laptop'],1,1,0.3111716621253406,1.0542235870988388,0.09516666666666666,0.004894861111111093,1.0232351002109705
HP Pavilion 15 Laptop,JBL C200 Bass Earphones,['HP Pavilion 15 Laptop'],['JBL C200 Bass Earphones'],1,1,0.3224167137210615,1.0542235870988388,0.09516666666666666,0.004894861111111093,1.0244743055555554
Lenovo Tab M10 Tablet,HP Pavilion 15 Laptop,['Lenovo Tab M10 Tablet'],['HP Pavilion 15 Laptop'],1,1,0.2835990888382688,0.9608100130037338,0.083,-0.003385444444444455,0.9838532061473237
HP Pavilion 15 Laptop,Lenovo Tab M10 Tablet,['HP Pavilion 15 Laptop'],['Lenovo Tab M10 Tablet'],1,1,0.28119706380575943,0.9608100130037337,0.083,-0.003385444444444455,0.9840434668761456
Mi Fast Charger 20W,HP Pavilion 15 Laptop,['Mi Fast Charger 20W'],['HP Pavilion 15 Laptop'],1,1,0.30786146234194617,1.0430089068614776,0.09333333333333334,0.0038486388888888945,1.0183414085252847
HP Pavilion 15 Laptop,Mi Fast Charger 20W,['HP Pavilion 15 Laptop'],['Mi Fast Charger 20W'],1,1,0.31620553359683795,1.0430089068614776,0.09333333333333334,0.0038486388888888945,1.019068400770713
Samsung Galaxy A52 Smartphone,HP Pavilion 15 Laptop,['Samsung Galaxy A52 Smartphone'],['HP Pavilion 15 Laptop'],1,1,0.2839366515837104,0.9619536473756422,0.08366666666666667,-0.0033091111111111238,0.98431700895208
HP Pavilion 15 Laptop,Samsung Galaxy A52 Smartphone,['HP Pavilion 15 Laptop'],['Samsung Galaxy A52 Smartphone'],1,1,0.2834556747600226,0.9619536473756423,0.08366666666666667,-0.0033091111111111238,0.9843540845810349
Xiaomi Redmi Note 11 Smartphone,HP Pavilion 15 Laptop,['Xiaomi Redmi Note 11 Smartphone'],['HP Pavilion 15 Laptop'],1,1,0.28114663726571115,0.952501312023866,0.085,-0.004238722222222227,0.9804966768916156
HP Pavilion 15 Laptop,Xiaomi Redmi Note 11 Smartphone,['HP Pavilion 15 Laptop'],['Xiaomi Redmi Note 11 Smartphone'],1,1,0.28797289666854886,0.9525013120238661,0.085,-0.004238722222222227,0.979831615120275
JBL C200 Bass Earphones,Lenovo Tab M10 Tablet,['JBL C200 Bass Earphones'],['Lenovo Tab M10 Tablet'],1,1,0.30299727520435965,1.0352982068486092,0.09266666666666666,0.003159444444444423,1.0148214751107638
Lenovo Tab M10 Tablet,JBL C200 Bass Earphones,['Lenovo Tab M10 Tablet'],['JBL C200 Bass Earphones'],1,1,0.316628701594533,1.0352982068486092,0.09266666666666666,0.003159444444444423,1.0157972222222222
Mi Fast Charger 20W,JBL C200 Bass Earphones,['Mi Fast Charger 20W'],['JBL C200 Bass Earphones'],1,1,0.3067619571192963,1.003036372052195,0.093,0.0002815277777777764,1.0013395453343905
JBL C200 Bass Earphones,Mi Fast Charger 20W,['JBL C200 Bass Earphones'],['Mi Fast Charger 20W'],1,1,0.30408719346049046,1.003036372052195,0.093,0.0002815277777777764,1.0013227616810234
Samsung Galaxy A52 Smartphone,JBL C200 Bass Earphones,['Samsung Galaxy A52 Smartphone'],['JBL C200 Bass Earphones'],1,1,0.3031674208144796,0.9912831198293611,0.08933333333333333,-0.0007855555555555671,0.9961742424242424
JBL C200 Bass Earphones,Samsung Galaxy A52 Smartphone,['JBL C200 Bass Earphones'],['Samsung Galaxy A52 Smartphone'],1,1,0.29209809264305175,0.9912831198293611,0.08933333333333333,-0.0007855555555555671,0.9963715678727226
Xiaomi Redmi Note 11 Smartphone,JBL C200 Bass Earphones,['Xiaomi Redmi Note 11 Smartphone'],['JBL C200 Bass Earphones'],1,1,0.2976846747519294,0.973355884747453,0.09,-0.0024636111111111247,0.9883974358974358
JBL C200 Bass Earphones,Xiaomi Redmi Note 11 Smartphone,['JBL C200 Bass Earphones'],['Xiaomi Redmi Note 11 Smartphone'],1,1,0.2942779291553133,0.973355884747453,0.09,-0.0024636111111111247,0.9885855855855854
Mi Fast Charger 20W,Lenovo Tab M10 Tablet,['Mi Fast Charger 20W'],['Lenovo Tab M10 Tablet'],1,1,0.28092358438702586,0.959875573076398,0.08516666666666667,-0.003560111111111111,0.9836692150866464
Lenovo Tab M10 Tablet,Mi Fast Charger 20W,['Lenovo Tab M10 Tablet'],['Mi Fast Charger 20W'],1,1,0.291002277904328,0.959875573076398,0.08516666666666667,-0.003560111111111111,0.9828428380187417
Samsung Galaxy A52 Smartphone,Lenovo Tab M10 Tablet,['Samsung Galaxy A52 Smartphone'],['Lenovo Tab M10 Tablet'],1,1,0.28789592760180993,0.9836990692544758,0.08483333333333333,-0.0014057777777777974,0.9933005030447445
Lenovo Tab M10 Tablet,Samsung Galaxy A52 Smartphone,['Lenovo Tab M10 Tablet'],['Samsung Galaxy A52 Smartphone'],1,1,0.28986332574031887,0.9836990692544757,0.08483333333333333,-0.0014057777777777974,0.9932360331462177
Xiaomi Redmi Note 11 Smartphone,Lenovo Tab M10 Tablet,['Xiaomi Redmi Note 11 Smartphone'],['Lenovo Tab M10 Tablet'],1,1,0.2877618522601984,0.9832409530530697,0.087,-0.0014828888888889086,0.9931135190918472
Lenovo Tab M10 Tablet,Xiaomi Redmi Note 11 Smartphone,['Lenovo Tab M10 Tablet'],['Xiaomi Redmi Note 11 Smartphone'],1,1,0.2972665148063781,0.9832409530530698,0.087,-0.0014828888888889086,0.9927898433279309
Mi Fast Charger 20W,Samsung Galaxy A52 Smartphone,['Mi Fast Charger 20W'],['Samsung Galaxy A52 Smartphone'],1,1,0.2990654205607477,1.0149278978305916,0.09066666666666667,0.00133355555555556,1.0062755555555556
Samsung Galaxy A52 Smartphone,Mi Fast Charger 20W,['Samsung Galaxy A52 Smartphone'],['Mi Fast Charger 20W'],1,1,0.3076923076923077,1.0149278978305918,0.09066666666666667,0.00133355555555556,1.0065370370370372
Xiaomi Redmi Note 11 Smartphone,Mi Fast Charger 20W,['Xiaomi Redmi Note 11 Smartphone'],['Mi Fast Charger 20W'],1,1,0.3059536934950386,1.0091930516603802,0.0925,0.0008426111111111134,1.004015620863119
Mi Fast Charger 20W,Xiaomi Redmi Note 11 Smartphone,['Mi Fast Charger 20W'],['Xiaomi Redmi Note 11 Smartphone'],1,1,0.30511269928532164,1.0091930516603802,0.0925,0.0008426111111111134,1.00399973628692
Xiaomi Redmi Note 11 Smartphone,Samsung Galaxy A52 Smartphone,['Xiaomi Redmi Note 11 Smartphone'],['Samsung Galaxy A52 Smartphone'],1,1,0.2927232635060639,0.9934047404051942,0.0885,-0.0005875555555555634,0.9972522733177449
Samsung Galaxy A52 Smartphone,Xiaomi Redmi Note 11 Smartphone,['Samsung Galaxy A52 Smartphone'],['Xiaomi Redmi Note 11 Smartphone'],1,1,0.3003393665158371,0.9934047404051943,0.0885,-0.0005875555555555634,0.9971500943142011
"Amazfit Bip U Pro Smartwatch, Boat Stone 200 Bluetooth Speaker",Anker PowerCore 10K Powerbank,"['Amazfit Bip U Pro Smartwatch', 'Boat Stone 200 Bluetooth Speaker']",['Anker PowerCore 10K Powerbank'],2,1,0.30297029702970296,1.0065458373079832,0.0255,0.0001658333333333338,1.0028267045454546
"Amazfit Bip U Pro Smartwatch, Anker PowerCore 10K Powerbank",Boat Stone 200 Bluetooth Speaker,"['Amazfit Bip U Pro Smartwatch', 'Anker PowerCore 10K Powerbank']",['Boat Stone 200 Bluetooth Speaker'],2,1,0.2838589981447124,0.9514826753454046,0.0255,-0.0013002777777777787,0.9797884283246977
"Anker PowerCore 10K Powerbank, Boat Stone 200 Bluetooth Speaker",Amazfit Bip U Pro Smartwatch,"['Anker PowerCore 10K Powerbank', 'Boat Stone 200 Bluetooth Speaker']",['Amazfit Bip U Pro Smartwatch'],2,1,0.27919708029197077,0.940057509400575,0.0255,-0.0016260000000000024,0.9753012658227849
Amazfit Bip U Pro Smartwatch,"Anker PowerCore 10K Powerbank, Boat Stone 200 Bluetooth Speaker",['Amazfit Bip U Pro Smartwatch'],"['Anker PowerCore 10K Powerbank', 'Boat Stone 200 Bluetooth Speaker']",1,2,0.08585858585858586,0.9400575094005751,0.0255,-0.0016260000000000024,0.9940110497237569
Boat Stone 200 Bluetooth Speaker,"Amazfit Bip U Pro Smartwatch, Anker PowerCore 10K Powerbank",['Boat Stone 200 Bluetooth Speaker'],"['Amazfit Bip U Pro Smartwatch', 'Anker PowerCore 10K Powerbank']",1,2,0.08547486033519552,0.9514826753454048,0.0255,-0.0013002777777777787,0.9952341681938506
Anker PowerCore 10K Powerbank,"Amazfit Bip U Pro Smartwatch, Boat Stone 200 Bluetooth Speaker",['Anker PowerCore 10K Powerbank'],"['Amazfit Bip U Pro Smartwatch', 'Boat Stone 200 Bluetooth Speaker']",1,2,0.08471760797342193,1.0065458373079832,0.0255,0.0001658333333333338,1.0006019358741682
"Amazfit Bip U Pro Smartwatch, Dell Inspiron 3501 Laptop",Anker PowerCore 10K Powerbank,"['Amazfit Bip U Pro Smartwatch', 'Dell Inspiron 3501 Laptop']",['Anker PowerCore 10K Powerbank'],2,1,0.3049907578558225,1.0132583317469188,0.0275,0.00035983333333333353,1.0057420212765957
"Anker PowerCore 10K Powerbank, Dell Inspiron 3501 Laptop",Amazfit Bip U Pro Smartwatch,"['Anker PowerCore 10K Powerbank', 'Dell Inspiron 3501 Laptop']",['Amazfit Bip U Pro Smartwatch'],2,1,0.3179190751445087,1.0704345964461572,0.0275,0.001809500000000002,1.0306694915254238
"Amazfit Bip U Pro Smartwatch, Anker PowerCore 10K Powerbank",Dell Inspiron 3501 Laptop,"['Amazfit Bip U Pro Smartwatch', 'Anker PowerCore 10K Powerbank']",['Dell Inspiron 3501 Laptop'],2,1,0.30612244897959184,1.0465724751439038,0.0275,0.0012237500000000026,1.0196323529411766
Dell Inspiron 3501 Laptop,"Amazfit Bip U Pro Smartwatch, Anker PowerCore 10K Powerbank",['Dell Inspiron 3501 Laptop'],"['Amazfit Bip U Pro Smartwatch', 'Anker PowerCore 10K Powerbank']",1,2,0.09401709401709403,1.0465724751439038,0.0275,0.0012237500000000026,1.004617924528302
Amazfit Bip U Pro Smartwatch,"Anker PowerCore 10K Powerbank, Dell Inspiron 3501 Laptop",['Amazfit Bip U Pro Smartwatch'],"['Anker PowerCore 10K Powerbank', 'Dell Inspiron 3501 Laptop']",1,2,0.0925925925925926,1.0704345964461572,0.0275,0.001809500000000002,1.0067142857142857
Anker PowerCore 10K Powerbank,"Amazfit Bip U Pro Smartwatch, Dell Inspiron 3501 Laptop",['Anker PowerCore 10K Powerbank'],"['Amazfit Bip U Pro Smartwatch', 'Dell Inspiron 3501 Laptop']",1,2,0.09136212624584718,1.0132583317469188,0.0275,0.00035983333333333353,1.0013156611822058
"Amazfit Bip U Pro Smartwatch, HP Pavilion 15 Laptop",Anker PowerCore 10K Powerbank,"['Amazfit Bip U Pro Smartwatch', 'HP Pavilion 15 Laptop']",['Anker PowerCore 10K Powerbank'],2,1,0.29277566539923955,0.972676629233354,0.025666666666666667,-0.0007209999999999994,0.9883709677419356
"Anker PowerCore 10K Powerbank, HP Pavilion 15 Laptop",Amazfit Bip U Pro Smartwatch,"['Anker PowerCore 10K Powerbank', 'HP Pavilion 15 Laptop']",['Amazfit Bip U Pro Smartwatch'],2,1,0.3025540275049116,1.0187004293094668,0.025666666666666667,0.00047116666666666834,1.0079633802816903
"Amazfit Bip U Pro Smartwatch, Anker PowerCore 10K Powerbank",HP Pavilion 15 Laptop,"['Amazfit Bip U Pro Smartwatch', 'Anker PowerCore 10K Powerbank']",['HP Pavilion 15 Laptop'],2,1,0.2857142857142857,0.9679761232556262,0.025666666666666667,-0.0008491388888888889,0.9867666666666666
HP Pavilion 15 Laptop,"Amazfit Bip U Pro Smartwatch, Anker PowerCore 10K Powerbank",['HP Pavilion 15 Laptop'],"['Amazfit Bip U Pro Smartwatch', 'Anker PowerCore 10K Powerbank']",1,2,0.08695652173913043,0.9679761232556263,0.025666666666666667,-0.0008491388888888889,0.9968492063492063
Amazfit Bip U Pro Smartwatch,"Anker PowerCore 10K Powerbank, HP Pavilion 15 Laptop",['Amazfit Bip U Pro Smartwatch'],"['Anker PowerCore 10K Powerbank', 'HP Pavilion 15 Laptop']",1,2,0.08641975308641976,1.0187004293094668,0.025666666666666667,0.00047116666666666834,1.0017364864864866
Anker PowerCore 10K Powerbank,"Amazfit Bip U Pro Smartwatch, HP Pavilion 15 Laptop",['Anker PowerCore 10K Powerbank'],"['Amazfit Bip U Pro Smartwatch', 'HP Pavilion 15 Laptop']",1,2,0.08527131782945736,0.972676629233354,0.025666666666666667,-0.0007209999999999994,0.9973813559322035
"Amazfit Bip U Pro Smartwatch, JBL C200 Bass Earphones",Anker PowerCore 10K Powerbank,"['Amazfit Bip U Pro Smartwatch', 'JBL C200 Bass Earphones']",['Anker PowerCore 10K Powerbank'],2,1,0.2727272727272727,0.9060706735125339,0.026,-0.0026953333333333343,0.9611250000000001
